0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,basic latent features,ignore,none,asis,1.12784979099243,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,
0.995,0.995,-1,NA,NA,Mon Jan 29 14:01:49 2018,blassoAveraged,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,11,cv,20,3,NA,5,none
0.995,0.995,-1,NA,NA,Mon Jan 29 14:02:01 2018,bridge,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,11,cv,20,3,NA,5,none
0.72,0.652,0.189,0.218,0.144,Mon Jan 29 14:03:16 2018,BstLm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,74,cv,20,3,NA,5,473,0.535409626593348
0.937,0.931,0.058,0.043,0.032,Mon Jan 29 14:04:45 2018,cforest,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,88,cv,20,3,NA,5,5
0.901,0.897,0.088,0.065,0.051,Mon Jan 29 14:04:51 2018,ctree,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,5,cv,20,3,NA,5,0.616719213314354
0.902,0.898,0.088,0.064,0.05,Mon Jan 29 14:04:56 2018,ctree2,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,5,cv,20,3,NA,5,11,0.0716535716783255
0.996,0.995,0.003,NA,NA,Mon Jan 29 14:08:24 2018,cubist,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,207,cv,20,3,NA,5,28,1
-0.016,-0.006,0.653,0.632,0.52,Mon Jan 29 14:08:34 2018,dnn,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,9,cv,20,3,NA,5,11,14,13,0.363588791945949,0.416278880112804
0.964,0.961,0.023,NA,NA,Mon Jan 29 14:08:39 2018,earth,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,7,1
0.996,0.996,0.003,NA,NA,Mon Jan 29 14:08:42 2018,elm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,15,purelin
0.992,0.99,0.006,NA,NA,Mon Jan 29 14:08:46 2018,enet,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,0.649407928576693,1.41873366432759e-05
0.86,0.858,0.103,0.089,0.072,Mon Jan 29 14:48:25 2018,evtree,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2378,cv,20,3,NA,5,1.10126724932343
0.973,0.971,0.031,0.018,0.014,Mon Jan 29 15:00:38 2018,extraTrees,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,732,cv,20,3,NA,5,7,2
0.988,0.985,0.008,NA,NA,Mon Jan 29 15:00:42 2018,foba,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,8,0.000336921768435333
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:00:50 2018,gam,1,2,bas interactive latent features,ignore,none,ICA,8
0.98,0.977,0.013,NA,NA,Mon Jan 29 15:07:37 2018,gamboost,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,406,cv,20,3,NA,5,984,no
0.997,0.997,0.002,NA,NA,Mon Jan 29 15:08:13 2018,gamSpline,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,35,cv,20,3,NA,5,4.91575802210718
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:08:17 2018,gaussprLinear,1,2,bas interactive latent features,ignore,none,ICA,3
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:14:41 2018,gaussprPoly,1,2,bas interactive latent features,ignore,none,ICA,383
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:14:46 2018,gaussprRadial,1,2,bas interactive latent features,ignore,none,ICA,4
0.971,0.969,0.028,0.019,0.015,Mon Jan 29 15:18:00 2018,gbm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,194,cv,20,3,NA,5,4231,5,0.00887239492032677,10
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:21:48 2018,gbm_h2o,1,2,bas interactive latent features,ignore,none,ICA,226
0.964,0.961,-1,NA,NA,Mon Jan 29 15:21:51 2018,gcvEarth,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,1
0.996,0.996,-1,NA,NA,Mon Jan 29 15:21:53 2018,glm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,none
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:21:57 2018,glm.nb,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,identity
0.963,0.958,0.024,NA,NA,Mon Jan 29 15:22:07 2018,glmboost,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,9,cv,20,3,NA,5,984,no
0.969,0.965,0.02,NA,NA,Mon Jan 29 15:22:11 2018,glmnet,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,0.684144117869437,0.00186255201574642
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:25:58 2018,glmnet_h2o,1,2,bas interactive latent features,ignore,none,ICA,226
0.996,0.996,-1,NA,NA,Mon Jan 29 15:26:01 2018,glmStepAIC,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,none
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:26:07 2018,icr,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,9
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:26:10 2018,kernelpls,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,9
0.95,0.945,0.048,0.035,0.026,Mon Jan 29 15:29:43 2018,kknn,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,212,cv,20,3,NA,5,113,0.685412151971832,biweight
0.894,0.881,0.094,0.075,0.055,Mon Jan 29 15:29:49 2018,knn,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,5,cv,20,3,NA,5,7
0.105,0.069,0.622,0.585,0.458,Mon Jan 29 15:31:31 2018,krlsPoly,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,101,cv,20,3,NA,5,0.0039069115305801,2
0.999,0.999,0.001,0.001,0,Mon Jan 29 15:38:05 2018,krlsRadial,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,394,cv,20,3,NA,5,1.89500031341094e-05,54.6695810837627
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:38:08 2018,lars,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,0.983151604421437
0.983,0.979,0.011,NA,NA,Mon Jan 29 15:38:11 2018,lars2,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,9
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:38:13 2018,lasso,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,0.983151604421437
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:38:15 2018,leapBackward,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,8
0.996,0.995,0.003,NA,NA,Mon Jan 29 15:38:18 2018,leapForward,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,8
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:38:20 2018,leapSeq,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,8
0.996,0.996,-1,NA,NA,Mon Jan 29 15:38:23 2018,lm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,TRUE
0.996,0.996,-1,NA,NA,Mon Jan 29 15:38:25 2018,lmStepAIC,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:38:31 2018,logicBag,1,2,bas interactive latent features,ignore,none,ICA,5
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:38:36 2018,logreg,1,2,bas interactive latent features,ignore,none,ICA,5
0.994,0.993,0.004,NA,NA,Mon Jan 29 15:38:48 2018,M5,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,11,cv,20,3,NA,5,Yes,Yes,Yes
0.994,0.993,0.004,NA,NA,Mon Jan 29 15:38:58 2018,M5Rules,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,10,cv,20,3,NA,5,Yes,Yes
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:39:00 2018,mlpKerasDecay,1,2,bas interactive latent features,ignore,none,ICA,2
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:39:09 2018,mlpKerasDropout,1,2,bas interactive latent features,ignore,none,ICA,8
0.97,0.964,0.02,NA,NA,Mon Jan 29 15:39:24 2018,msaenet,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,14,cv,20,3,NA,5,0.0727851310977712,7,0.443153163418174
Fail,Fail,Fail,Fail,PackageFail,Mon Jan 29 15:39:27 2018,mxnet,1,2,bas interactive latent features,ignore,none,ICA,2
Fail,Fail,Fail,Fail,PackageFail,Mon Jan 29 15:39:30 2018,mxnetAdam,1,2,bas interactive latent features,ignore,none,ICA,3
-0.227,-0.291,0.836,0.811,0.628,Mon Jan 29 15:39:45 2018,nnet,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,14,cv,20,3,NA,5,7,0.002057142368921
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:39:48 2018,nnls,1,2,bas interactive latent features,ignore,none,ICA,3
-0.001,0,-1,0.628,0.513,Mon Jan 29 15:39:50 2018,null,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:39:55 2018,ordinalNet,1,2,bas interactive latent features,ignore,none,ICA,4
0.958,0.954,0.04,0.029,0.022,Mon Jan 29 15:40:39 2018,parRF,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,43,cv,20,3,NA,5,3
-0.222,-0.29,0.836,0.811,0.626,Mon Jan 29 15:40:51 2018,pcaNNet,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,11,cv,20,3,NA,5,9,0.000234868245711022
0.996,0.996,0.003,NA,NA,Mon Jan 29 15:40:53 2018,pcr,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,8
Fail,Fail,Fail,Fail,PackageFail,Mon Jan 29 15:40:56 2018,pls,1,2,bas interactive latent features,ignore,none,ICA,2
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 15:40:58 2018,plsRglm,1,2,bas interactive latent features,ignore,none,ICA,2
0.999,0.999,0.009,0.001,0,Mon Jan 29 15:41:11 2018,ppr,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,13,cv,20,3,NA,5,11
Fail,Fail,Fail,Fail,PackageFail,Mon Jan 29 15:41:14 2018,pythonKnnReg,1,2,bas interactive latent features,ignore,none,ICA,2
0.869,0.878,0.096,0.077,0.067,Mon Jan 29 15:42:09 2018,qrf,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,55,cv,20,3,NA,5,9
0.999,0.999,0,0,0,Mon Jan 29 17:23:21 2018,qrnn,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,6071,cv,20,3,NA,5,5,0,FALSE
0.97,0.967,0.032,0.021,0.015,Mon Jan 29 17:24:06 2018,ranger,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,44,cv,20,3,NA,5,8,extratrees
0.956,0.952,0.042,0.03,0.023,Mon Jan 29 17:26:27 2018,Rborist,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,141,cv,20,3,NA,5,3
0.862,0.887,0.115,0.071,0.071,Mon Jan 29 17:26:32 2018,relaxo,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,242.695494302068,0.565563563490286
0.958,0.954,0.04,0.029,0.021,Mon Jan 29 17:27:17 2018,rf,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,44,cv,20,3,NA,5,5
0.996,0.995,0.003,NA,NA,Mon Jan 29 17:27:21 2018,ridge,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,1.41873366432759e-05
0.996,0.996,0.003,NA,NA,Mon Jan 29 17:27:24 2018,rlm,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,TRUE,psi.huber
0.903,0.9,0.089,0.063,0.05,Mon Jan 29 17:27:28 2018,rpart,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,4.56915940970236e-05
0.766,0.764,-1,0.148,0.12,Mon Jan 29 17:27:31 2018,rpart1SE,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,none
0.766,0.764,0.16,0.148,0.12,Mon Jan 29 17:27:34 2018,rpart2,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,7
0.996,0.995,0.003,NA,NA,Mon Jan 29 17:27:38 2018,rqlasso,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,1.41873366432759e-05
0.996,0.995,0.003,NA,NA,Mon Jan 29 17:27:43 2018,rqnc,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,0.000927236640166681,SCAD
0.959,0.955,0.039,0.028,0.021,Mon Jan 29 17:31:45 2018,RRF,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,241,cv,20,3,NA,5,5,0.949511227430776,0.991677222307771
0.959,0.955,0.04,0.028,0.021,Mon Jan 29 17:33:35 2018,RRFglobal,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,109,cv,20,3,NA,5,3,0.937974214088172
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 17:38:18 2018,rvmLinear,1,2,bas interactive latent features,ignore,none,ICA,283
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 18:22:13 2018,rvmPoly,1,2,bas interactive latent features,ignore,none,ICA,2633
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 18:46:08 2018,rvmRadial,1,2,bas interactive latent features,ignore,none,ICA,1434
0.488,0.47,0.328,0.333,0.262,Mon Jan 29 19:19:46 2018,SBC,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2017,cv,20,3,NA,5,2,0.990516541292891,0.209468657150865
0.996,0.996,0.003,NA,NA,Mon Jan 29 19:19:50 2018,simpls,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,2,cv,20,3,NA,5,8
0.993,0.992,0.004,NA,NA,Mon Jan 29 19:20:03 2018,spikeslab,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,13,cv,20,3,NA,5,9
0.996,0.996,0.003,NA,NA,Mon Jan 29 19:20:08 2018,spls,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,9,0.949511227430776,0.276789875468239
-2.044,-1.482,1.564,NA,NA,Mon Jan 29 19:20:12 2018,superpc,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,0.254588178591803,3
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 19:20:14 2018,svmBoundrangeString,1,2,bas interactive latent features,ignore,none,ICA,2
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 19:20:17 2018,svmExpoString,1,2,bas interactive latent features,ignore,none,ICA,2
NA,NA,0.043,NA,NA,Mon Jan 29 19:20:21 2018,svmLinear,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,4,cv,20,3,NA,5,0.0406599481300992
0.919,0.928,0.043,NA,NA,Mon Jan 29 19:20:25 2018,svmLinear2,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,0.0406599481300992
0.882,0.893,0.062,0.067,0.06,Mon Jan 29 19:20:30 2018,svmLinear3,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,5,cv,20,3,NA,5,1.28996713329658,L2
NA,NA,0.035,NA,NA,Mon Jan 29 19:20:36 2018,svmPoly,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,5,cv,20,3,NA,5,2,0.446001172456743,0.120950775171975
NA,NA,0.116,NA,NA,Mon Jan 29 19:20:43 2018,svmRadial,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,6,cv,20,3,NA,5,0.0213512030072926,3.38360881117776
NA,NA,0.116,NA,NA,Mon Jan 29 19:20:50 2018,svmRadialCost,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,6,cv,20,3,NA,5,3.32937053796232
NA,NA,0.116,NA,NA,Mon Jan 29 19:20:56 2018,svmRadialSigma,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,6,cv,20,3,NA,5,0.0213512030072926,3.38360881117776
Fail,Fail,Fail,Fail,Fail,Mon Jan 29 19:20:59 2018,svmSpectrumString,1,2,bas interactive latent features,ignore,none,ICA,2
0.787,0.785,-1,0.135,0.109,Mon Jan 29 19:21:03 2018,treebag,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,3,cv,20,3,NA,5,none
0.996,0.996,0.003,NA,NA,Mon Jan 29 19:22:30 2018,widekernelpls,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,71,cv,20,3,NA,5,8
0.891,0.881,0.086,0.075,0.056,Tue Jan 30 18:02:32 2018,WM,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,81601,cv,20,3,NA,5,10,GAUSSIAN
0.957,0.954,0.042,0.029,0.022,Tue Jan 30 18:02:58 2018,xgbLinear,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,24,cv,20,3,NA,5,80,0.000375900175774772,0.000846681929497813,2.17608269560151
0.882,0.86,0.1,0.088,0.06,Tue Jan 30 18:07:33 2018,xgbTree,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,272,cv,20,3,NA,5,612,9,0.0789695106989238,0.587699781171978,0.549128837324679,13,0.277174168149941
NA,NA,0.128,NA,NA,Tue Jan 30 18:08:13 2018,xyf,1,2,bas interactive latent features,ignore,none,ICA,0.628222735043633,random,254,39,cv,20,3,NA,5,15,17,0.826362314834259,rectangular
0.402,0.276,0.762,0.464,0.318,Tue Jan 30 18:09:51 2018,avNNet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,95,cv,20,3,NA,5,9,0.000693979152272471,FALSE
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:09:56 2018,bag,1,1,bas interactive latent features,ignore,none,centernscale,4
0.971,0.968,0.033,0.02,0.015,Tue Jan 30 18:10:44 2018,bagEarth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,47,cv,20,3,NA,5,7,1
0.97,0.967,-1,0.021,0.016,Tue Jan 30 18:11:28 2018,bagEarthGCV,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,8,cv,20,3,NA,5,1
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:17 2018,bam,1,1,bas interactive latent features,ignore,none,centernscale,13
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:20 2018,bartMachine,1,1,bas interactive latent features,ignore,none,centernscale,2
Fail,Fail,Fail,Fail,Fail,Tue Jan 30 18:12:23 2018,bayesglm,1,1,bas interactive latent features,ignore,none,centernscale,2
0.996,0.996,0.004,0.003,0.002,Tue Jan 30 18:12:38 2018,blasso,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,0.955217459471896
0.996,0.996,-1,0.003,0.002,Tue Jan 30 18:12:54 2018,blassoAveraged,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,none
0.996,0.996,-1,0.003,0.002,Tue Jan 30 18:13:08 2018,bridge,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,14,cv,20,3,NA,5,none
0.968,0.966,0.038,NA,NA,Tue Jan 30 18:14:40 2018,BstLm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,91,cv,20,3,NA,5,393,0.591233000902692
0.953,0.946,0.084,0.035,0.025,Tue Jan 30 18:20:25 2018,cforest,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,344,cv,20,3,NA,5,4
0.904,0.897,0.129,0.066,0.051,Tue Jan 30 18:20:31 2018,ctree,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,0.325365757802501
0.903,0.895,0.129,0.067,0.051,Tue Jan 30 18:20:37 2018,ctree2,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,7,0.228309720056131
0.998,0.997,0.004,0.002,0.001,Tue Jan 30 18:24:18 2018,cubist,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,220,cv,20,3,NA,5,99,7
0.363,0.34,0.939,0.423,0.339,Tue Jan 30 18:24:28 2018,dnn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,9,cv,20,3,NA,5,19,9,14,0.0286555327707902,0.103109425376169
0.97,0.967,0.037,0.021,0.016,Tue Jan 30 18:24:34 2018,earth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,7,1
0.996,0.996,0.004,0.002,0.002,Tue Jan 30 18:24:37 2018,elm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,13,purelin
0.994,0.993,0.008,0.004,0.003,Tue Jan 30 18:24:41 2018,enet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,0.766052787424996,2.44389695782084e-05
0.852,0.848,0.16,0.098,0.079,Tue Jan 30 19:04:56 2018,evtree,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,2414,cv,20,3,NA,5,1.25872192718089
0.976,0.972,0.04,0.018,0.013,Wed Jan 31 23:11:12 2018,extraTrees,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,101175,cv,20,3,NA,5,3,1
0.994,0.994,0.007,NA,NA,Wed Jan 31 23:11:33 2018,foba,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,19,cv,20,3,NA,5,7,2.44389695782084e-05
Fail,Fail,Fail,Fail,Fail,Wed Jan 31 23:11:55 2018,gam,1,1,bas interactive latent features,ignore,none,centernscale,22
0.983,0.981,0.021,0.012,0.009,Thu Feb 01 10:24:27 2018,gamboost,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,40351,cv,20,3,NA,5,956,yes
0.997,0.997,0.003,0.002,0.001,Thu Feb 01 10:25:03 2018,gamSpline,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,34,cv,20,3,NA,5,4.77608729735948
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:25:12 2018,gaussprLinear,1,1,bas interactive latent features,ignore,none,centernscale,8
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:35:07 2018,gaussprPoly,1,1,bas interactive latent features,ignore,none,centernscale,594
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:35:14 2018,gaussprRadial,1,1,bas interactive latent features,ignore,none,centernscale,6
0.977,0.973,0.045,0.018,0.012,Thu Feb 01 10:38:20 2018,gbm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,185,cv,20,3,NA,5,2756,6,0.0382819595050532,10
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:43:56 2018,gbm_h2o,1,1,bas interactive latent features,ignore,none,centernscale,334
0.97,0.967,-1,0.021,0.016,Thu Feb 01 10:44:01 2018,gcvEarth,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,1
0.996,0.996,-1,0.002,0.002,Thu Feb 01 10:44:05 2018,glm,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:44:15 2018,glm.nb,1,1,bas interactive latent features,ignore,none,centernscale,10
0.969,0.966,0.039,0.022,0.017,Thu Feb 01 10:44:36 2018,glmboost,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,20,cv,20,3,NA,5,956,yes
0.974,0.972,0.032,0.018,0.014,Thu Feb 01 10:44:43 2018,glmnet,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,5,cv,20,3,NA,5,0.259557320736349,0.00138232003584023
Fail,Fail,Fail,Fail,Fail,Thu Feb 01 10:49:52 2018,glmnet_h2o,1,1,bas interactive latent features,ignore,none,centernscale,308
0.996,0.996,-1,0.002,0.002,Thu Feb 01 10:49:59 2018,glmStepAIC,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,6,cv,20,3,NA,5,none
0.996,0.996,0.004,0.002,0.002,Thu Feb 01 10:50:08 2018,icr,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,7,cv,20,3,NA,5,9
0.996,0.996,0.004,0.002,0.002,Thu Feb 01 10:50:12 2018,kernelpls,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,9
0.947,0.942,0.075,0.037,0.028,Thu Feb 01 10:56:22 2018,kknn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,368,cv,20,3,NA,5,111,0.684929160168394,triangular
0.918,0.902,0.116,0.063,0.044,Thu Feb 01 10:56:30 2018,knn,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,6,cv,20,3,NA,5,17
0.023,0.014,0.982,0.632,0.52,Thu Feb 01 10:59:19 2018,krlsPoly,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,168,cv,20,3,NA,5,0.0112903730632568,3
0.999,0.999,0.001,0.001,0,Thu Feb 01 16:16:54 2018,krlsRadial,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,19054,cv,20,3,NA,5,4.80239158759535e-05,59.1566578935359
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:04 2018,lars,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,8,cv,20,3,NA,5,0.955217459471896
0.985,0.984,0.019,NA,NA,Thu Feb 01 16:17:08 2018,lars2,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,9
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:11 2018,lasso,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,3,cv,20,3,NA,5,0.955217459471896
0.996,0.996,0.004,0.003,0.002,Thu Feb 01 16:17:16 2018,leapBackward,1,1,bas interactive latent features,ignore,none,centernscale,0.641272567811252,random,284,4,cv,20,3,NA,5,8
